Course Title,Level,What you will learn,Skill gain,Modules,Instructor,Offered By,Keyword,Course Url,Duration to complete (Approx.),Price,Course Picture Url
Google Advanced Data Analytics Capstone,Advanced level,Examine data to identify patterns and trends Build models using machine learning techniques Create data visualizations Explore career resources ,"Data Analysis, Python Programming, Machine Learning, Technical Interview Preparation, Executive Summaries","Capstone Project, Data-focused career resources, Put your Advanced Data Analytics Certificate to work","David P. Silverman, Katherine Klein, Jonah Berger, Sriram Sankaranarayanan",University of Michigan,Computer Science,https://www.coursera.org/learn/google-advanced-data-analytics-capstone,9,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/1f/9cb4be0c3240faa025e1581eeab64a/Google-Advanced-Data-Analytics-Capstone.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50&crop=faces
Health Informatics Specialization,Beginner level,"Articulate a coherent problem definition of, and a plan for addressing, a health informatics problem. Answer a health informatics problem through data retrieval and analysis.Design a health informatics solution for decision support.Create a change management and deployment plan for a health informatics intervention.","Informatics, Health Informatics, Data Science, Decision Support System, Health Care","The Social and Technical Context of Health Informatics, Leading Change in Health Informatics, The Outcomes and Interventions of Health Informatics, The Data Science of Health Informatics, Culminating Project in Health Informatics",Charles Russell Severance,Arizona State University,Computer Science,https://www.coursera.org/specializations/health-informatics,40,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/53/25dc40046c11e993ec7f18ecf4e1dc/dhsi_clinical_informatics_logo-06.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Additive Manufacturing,Beginner level,Understand the basics of Additive Manufacturing and industrial applicationsLearn about business considerations around implementing Additive Manufacturing,"Bussiness, 3D printing, Manufacturing Ecosystem, Additive manufacturing, technology","What is Additive Manufacturing?, Business Context of Additive Manufacturing, Future Trend, Course Summary, and Series Conclusion","James Riedel, Xuhu Wan",University of Michigan,Information Technology,https://www.coursera.org/learn/additive-manufacturing-3d-printing,12,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/10/5389ecf8be4bd6a4e1d885df6b1d9b/Course3_Additive-Manufacturing.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Blockchain Basics,Beginner level,"A learner will be able to recognize foundational concepts of blockchain, and apply these program concepts on the blockchain.","Ethereum, Cryptography, Blockchains, Bitcoin","Blockchain Defined, Ethereum Blockchain, Algorithms & Techniques, Trust Essentials ","Theodore Henry King CLARK, Matthew A. Koschmann, M.S. Krishnan",Vanderbilt University,DataScience,https://www.coursera.org/learn/blockchain-basics,15,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/a8/d79e8065b111e895dda313fb57c8e8/Course1_white.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Understanding and Visualizing Data with Python,Beginner level,Properly identify various data types and understand the different uses for each  Create data visualizations and numerical summaries with PythonCommunicate statistical ideas clearly and concisely to a broad audienceIdentify appropriate analytic techniques for probability and non-probability samples,"Statistics, Data Analysis, Python Programming, Data Visualization","WEEK 1 - INTRODUCTION TO DATA, WEEK 2 - UNIVARIATE DATA, WEEK 3 - MULTIVARIATE DATA, WEEK 4 - POPULATIONS AND SAMPLES","Steven Salzberg, Peter  Frumkin, Jenny Young",The Hong Kong University of Science and Technology,Computer Science,https://www.coursera.org/learn/understanding-visualization-data,19,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/3c/f5c9c0d79511e89c99a1e72e939c6b/statswpy_C1_blockM.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Social Work Practice: Advocating Social Justice and Change,Beginner level,Explore the different roles of social workers in a range of settingsUnderstand the social work profession and the themes and values that guide social work practiceFollow the history of the field of social work from its beginnings through current challenges,"Social Work, Social Justice","What is Social Work?, Integrated Themes of Social Work, A History of Social Work, Privilege, Oppression, Diversity, and Social Justice","Lori Poole, Jeffrey Nytch, Don Huesman, Akos Ledeczi",University of Colorado Boulder,Social Sciences,https://www.coursera.org/learn/social-work-practice-advocating-social-justice-and-change,12,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/2d/ccb3eae3bc4fa497a46e03e6529607/1-Advocating-Coursera-800x800.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Convolutional Neural Networks in TensorFlow,Intermediate level,"Handle real-world image dataPlot loss and accuracyExplore strategies to prevent overfitting, including augmentation and dropoutLearn transfer learning and how learned features can be extracted from models","Tensorflow, Machine Learning, Dropouts, Inductive Transfer, Augmentation","Exploring a Larger Dataset, Augmentation: A technique to avoid overfitting, Transfer Learning, Multiclass Classifications","Lori Poole, Illysa Izenberg, Jessica Cinco, Akos Ledeczi, Dr. Michael Charles Johanek",University of Colorado Boulder,Computer Science,https://www.coursera.org/learn/convolutional-neural-networks-tensorflow,16,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/fd/db224a1c984945930be2816b434565/Course-logo-2.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Introduction to Computer Vision and Image Processing,Beginner level,"Describe the applications of computer vision across different industries.Apply image processing and analysis techniques to computer vision problems.Utilize Python, Pillow, and OpenCV for basic image processing and perform image classification and object detection.Create an image classifier using Supervised learning techniques.","Image Processing, Artificial Intelligence (AI), Opencv, Computer Vision, Deep Learning","Introduction to Computer Vision, Image Processing with OpenCV and  Pillow, Machine Learning  Image Classification, Neural Networks and Deep Learning for Image Classification , Object Detection, Project Case: Not Quite a Self-Driving Car - Traffic Sign Classification","Dr. Quentin McAndrew, V. G. Vinod Vydiswaran, Mike Barinek",Johns Hopkins University,Computer Science,https://www.coursera.org/learn/introduction-computer-vision-watson-opencv,21,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/ea/c905977976478d866469a141228118/ComputerVision532x532.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Principles of UX/UI Design,Beginner level,Describe the fundamentals of User Experience (UX) design and researchDescribe accessibility considerations in design Practice developing user empathy through researchCreate wireframes and prototypes in Figma,"Web Design, Accessibility, Front-End Web Development, User Experience (UX)","Introduction to UX and UI design, Evaluating interactive design, Applied Design Fundamentals, Designing your UI, Course summary and final assessment","Amol S. Navathe, Sean McMinn, Jeffrey R. Chasnov, Maxim Sytch, Professor William Kuskin",Johns Hopkins University,Computer Science,https://www.coursera.org/learn/principles-of-ux-ui-design,21,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/f1/8247f0e4974c67b048ffa8f3af0ea9/iOS-dev4-2-.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Agile Project Management,Beginner level,"Explain the Agile project management approach and philosophy, including values and principles.Discuss the pillars of Scrum and how they support Scrum values.Describe the five important Scrum events and how to set up each event for a Scrum team.Explain how to coach an Agile team and help them overcome challenges.","Agile Management, Problem Solving, Coaching, Scrum, Influencing","The fundamentals of Agile, Scrum 101, Implementing Scrum, Applying Agile in the organization","Christopher Brooks, Dr. Quentin McAndrew, Dr. Aviva Legatt",Johns Hopkins University,Business,https://www.coursera.org/learn/agile-project-management,26,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/11/db32edad03442786abc8aba72e758b/1200x600_certsResize_3-1-.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50
Business Writing,Beginner level,Write clearly and effectively.,"Grammar, Communication, Business Writing, Writing","Building Great Business Writing, The Formula for Writing Success, Crafting Powerful Writing, Activate Your Voice!","Mike Fitzpatrick, David Hsu, Achyuta Adhvaryu, Peter  Frumkin",The Hong Kong University of Science and Technology,Social Sciences,https://www.coursera.org/learn/writing-for-business,12,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/ec/c9bc70267211e6ba0837975d75ec8e/specialization-logo.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
COVID Vaccine Ambassador Training: How to Talk to Parents  ,Beginner level,Share knowledge about COVID-19 and the COVID-19 vaccine.Engage in conversations about vaccine hesitancy in a respectful and empathetic way. Direct people to credible sources for further information about the COVID-19 vaccine.Recognize and respond to misinformation about the COVID-19 vaccine.,"Misinformation Response, Active Listening, Communication, Public Health","Why are people hesitant about vaccines and how can we effectively communicate with people who are hesitant? , What is the immune system and what is the SARS CoV-2 virus?, What are vaccines, how are they developed, and which COVID-19 vaccines will be distributed in the US?, How to spot and respond to misinformation online, Vaccines for 5-11 year olds","Mike Barinek, Maxim Sytch, Sean McMinn, David Torgerson",Johns Hopkins University,Health,https://www.coursera.org/learn/covid-vaccine-ambassador,2,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/20/9abe0241054401988210af277a8b0d/Untitled-design-11-.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Supply Chain Analytics Specialization,Beginner level,"Understand the pain points of a supply chain and how analytics may relieve them.See supply chain + analytics job opportunities and requirement, and make data-driven career decisions.Discover and prioritize problems for enterprises in a competitive environment.Plan for demand and supply, and design effective logistics strategies for large-scale distribution systems. ","Inventory Analysis, Competitive Analysis, Demand Forecasting, Supply Chain Analysis","Supply Chain Analytics Essentials, Business Intelligence and Competitive Analysis, Demand Analytics, Inventory Analytics, Supply Chain Analytics, Sourcing Analytics","Daniel Moorer, Shree Nayar, Ali Hirsa, Kevyn Collins-Thompson",University of Glasgow,DataScience,https://www.coursera.org/specializations/supply-chain-analytics,40,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/03/2333cdeaee491e90d69b73f260292f/course-logo3.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
